new_clipi-j,old_clipi-j,id,name,nodding,looking_down,getting_closer,active_hand,smile,vol_mean,vol_std,pitch_mean,pitch_std,word_num,sentiment,positive,negative,neutral,w0,w1,w2,w3,w4,event_type,time_start,time_end,dialogue
clip25-7,clip25-7,2,Begum,1,0,0,0,1,0,0,0,0,0,0,0.557,0.009,0.434,0.136,0.145,0.138,0.152,0.135,all_activity,31:24.9,31:30.1,"Exactly all right, which one which one was hardest which one we did not like so much out of the three."
clip25-8,clip26-1,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.834,0.006,0.16,0.136,0.145,0.138,0.152,0.135,all_activity,31:41.9,31:48.4,"Okay, raise your hands, if you have nieces or nephews that's me I have nieces and nephews raise your hand if you are once a kid yourself."
clip26-1,clip26-2,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.237,0.021,0.742,0.136,0.145,0.138,0.152,0.135,all_question,31:49.8,31:55.7,"Okay, good now we have everybody all right now, when you read a book to a child, how is it that you read the book."
clip26-2,clip26-3,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.327,0.011,0.662,0.136,0.145,0.138,0.152,0.135,all_question,31:59.5,32:03.2,very pronounced eyebrows lots of emphasis yeah.
clip26-3,clip26-4,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.233,0.005,0.762,0.136,0.145,0.138,0.152,0.135,all_question,32:03.5,32:05.9,say exactly yeah.
clip26-4,clip26-5,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.229,0.014,0.757,0.136,0.145,0.138,0.152,0.135,all_question,32:05.9,32:13.9,We become the characters we have our loud we dive whisper we have the facial expression we throw ourselves into creating that visual impression.
clip27-1,clip26-6,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.392,0.014,0.594,0.136,0.145,0.138,0.152,0.135,none,32:14.5,32:21.7,"The truth is, it is natural and normal for us as human beings to stretch ourselves in this way, what is not natural and normal."
clip27-2,clip26-7,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.552,0.018,0.43,0.136,0.145,0.138,0.152,0.135,none,32:22.1,32:26.5,"And this is understandable, is that when we go into a professional environment we've been taught."
clip27-3,clip26-8,2,Begum,1,0,0,1,0,0,0,0,0,0,0,0.154,0.015,0.831,0.214,0.22,0.214,0.221,0.214,none,32:27.2,32:35.6,or decades over decades over decades from boss's boss's boss's boss's that we've had that to speak means we have to put ourselves in this box of formality.
clip27-4,clip26-9,2,Begum,1,0,0,1,0,0,0,0,0,0,0,0.52,0.016,0.464,0.214,0.22,0.214,0.221,0.214,none,32:36.1,32:47.0,Right this box of formality and it's closed down our personality my goal is not to make you super theatrical like we're practicing right now my goal is to take that box and stretch it.
clip28-1,clip27-1,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.249,0.047,0.704,0.136,0.145,0.138,0.152,0.135,all_activity,33:06.6,33:11.4,Alright Gabriella now gabrielle I want you to read your quote to the group.
clip28-2,clip27-2,2,Begum,1,0,0,1,0,0,0,0,0,0,0,0.228,0.015,0.757,0.214,0.22,0.214,0.221,0.214,all_activity,33:11.7,33:23.6,"You can practice your loud techniques you're not you're allowed your volume techniques, if you want, but just so you know we're going to actually be listening, for your speed range so everybody, I want you to put your meters up again."
clip28-3,clip27-3,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.185,0.021,0.794,0.136,0.145,0.138,0.152,0.135,all_activity,33:23.9,33:35.9,"As gabrielle a reads her quote I want you to pay attention to the speed of her voice now she gets a little fast with as little slower way slower, I want you to gauge it with your meter okay."
clip28-4,clip27-4,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.159,0.008,0.833,0.136,0.145,0.138,0.152,0.135,all_activity,33:36.4,33:44.5,gabrielle when you're ready oh everybody close your eyes so it's accurate close your eyes focus only on the speed of her voice every i'll go for it.
clip28-5,clip27-5,2,Begum,1,0,1,0,0,0,0,0,0,0,0,0.163,0.002,0.835,0.225,0.24,0.223,0.234,0.224,all_activity,33:48.0,33:54.3,"seek first to understand, then to be understood."
clip28-6,clip27-6,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.255,0.012,0.733,0.136,0.145,0.138,0.152,0.135,all_activity,33:55.6,33:58.2,"All right, open your eyes, where was her range from where to where."
clip28-7,clip27-7,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.366,0.007,0.627,0.136,0.145,0.138,0.152,0.135,all_activity,33:59.6,34:02.2,"Okay, it was a little bit slower yeah."
clip29-1,clip27-8,2,Begum,1,0,1,1,0,0,0,0,0,0,0,0.429,0.012,0.559,0.303,0.315,0.299,0.301,0.303,all_activity,34:03.3,34:13.0,All right now let's figure out what our ranges everybody take your hand now stretch it over the front of your body oh and come off mute come off mute for a second everybody repeat after me.
clip29-2,clip27-9,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.272,0.01,0.718,0.136,0.145,0.138,0.152,0.135,all_activity,34:14.0,34:18.7,There we go now repeat after me and I want you to say the word superfast.
clip29-3,clip27-10,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.174,0.008,0.818,0.036,0.032,0.034,0.033,0.037,all_activity,34:21.8,34:23.0,yeah oh there's my dog.
clip29-4,clip27-11,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.318,0.009,0.673,0.136,0.145,0.138,0.152,0.135,all_activity,34:23.4,34:25.1,Okay now take your hands.
clip29-5,clip27-12,2,Begum,1,0,0,0,1,0,0,0,0,0,0,0.281,0.006,0.713,0.136,0.145,0.138,0.152,0.135,all_activity,34:25.1,34:31.9,"and put them parallel right here, I want you to say staccato slow ready."
clip29-6,clip27-13,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.196,0.008,0.796,0.136,0.145,0.138,0.152,0.135,all_activity,34:33.4,34:35.3,"to Canada, no."
clip29-7,clip27-14,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.044,0.001,0.955,0.136,0.145,0.138,0.152,0.135,all_activity,34:35.5,34:36.2,"No, no."
clip29-8,clip27-15,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.334,0.006,0.66,0.136,0.145,0.138,0.152,0.135,all_activity,34:36.7,34:45.6,"Okay, these this is number four, what are we on this is number four number five on your list and in the top number four right super fast."
clip29-9,clip27-16,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.228,0.008,0.764,0.136,0.145,0.138,0.152,0.135,all_activity,34:48.5,34:53.8,And number five right staccato slow staccato slow.
clip30-1,clip28-1,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.362,0.004,0.634,0.136,0.145,0.138,0.152,0.135,all_question,35:02.6,35:05.8,Now does anybody know this word staccato have you heard this word before.
clip30-2,clip28-2,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0.695,0.036,0.032,0.034,0.033,0.037,all_question,35:06.9,35:07.2,and
clip30-3,clip28-3,2,Begum,0,0,0,0,0,58.85039601,17.32934998,200.8490054,9.364503473,2,0,0.263,0.004,0.733,0.157,0.166,0.154,0.153,0.156,all_question,35:08.1,35:08.7,I haven't.
clip30-4,clip28-4,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.893,0,0.107,0.136,0.145,0.138,0.152,0.135,all_question,35:09.6,35:16.3,"I tend to misuse it, but it generally means kind of shopping shopping like like very kind of isolated at all."
clip30-5,clip28-5,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.973,0,0.027,0.136,0.145,0.138,0.152,0.135,all_question,35:17.0,35:35.6,"yeah and where does it come from it's a musical term isn't it, it is that's exactly right and it means what you said it means short choppy don't pump pump pump pump pump So what we want is a cadence like that a structure like that, but we want it at a slower tempo we want from."
clip30-6,clip28-6,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.945,0.001,0.054,0.036,0.032,0.034,0.033,0.037,all_question,35:36.7,35:37.0,well.
clip30-7,clip28-7,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.987,0,0.013,0.036,0.032,0.034,0.033,0.037,all_question,35:38.1,35:38.4,i'm.
clip33-1,clip30-1,2,Begum,1,0,0,1,0,0,0,0,0,0,0,0.439,0.064,0.497,0.214,0.22,0.214,0.221,0.214,single_question,36:42.4,36:49.4,"All right, who's my volunteer it was i'm sorry I forgot gabrielle you're my volunteer right okay yeah gabrielle I want you to choose."
clip33-2,clip30-2,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.515,0.12,0.365,0.136,0.145,0.138,0.152,0.135,single_question,36:50.6,36:56.7,"two, three or four words that are back to back to back in a word, group that you want to do in super fast."
clip33-3,clip30-3,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.701,0.005,0.294,0.136,0.145,0.138,0.152,0.135,single_question,37:02.6,37:09.3,"So, could it be the some of the words that I had chosen before for the volume techniques also."
clip33-4,clip30-4,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.649,0.004,0.347,0.036,0.032,0.034,0.033,0.037,single_question,37:09.5,37:10.3,"Yes, I can."
clip33-5,clip30-5,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.352,0.016,0.632,0.136,0.145,0.138,0.152,0.135,single_question,37:10.9,37:24.9,"Okay, but I don't want you to I don't want you to focus in so much on the volume, but to answer your question, yes, absolutely So where do you want to pick up the energy a little bit what two, three or four words back to back to back, do you want to do in super fast."
clip33-6,clip30-6,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.165,0.004,0.831,0.036,0.032,0.034,0.033,0.037,single_question,37:27.6,37:31.6,And everybody else you can do the same in your quote and gabrielle I tell me your words when you're ready.
clip33-7,clip30-7,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.485,0.011,0.504,0.136,0.145,0.138,0.152,0.135,single_question,37:33.9,37:40.4,"Okay, so I think my work my super hard superfluous words are going to be to be."
clip33-8,clip30-8,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.282,0.007,0.711,0.136,0.145,0.138,0.152,0.135,single_question,37:43.7,37:46.7,"Okay, and those are backed about okay so to be."
clip33-9,clip30-9,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.334,0.015,0.651,0.136,0.145,0.138,0.152,0.135,single_question,37:48.2,37:56.0,And then tell me where would you like to do two or three words back to back in staccato slow.
clip33-10,clip30-10,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.128,0.083,0.789,0.036,0.032,0.034,0.033,0.037,single_question,37:58.4,38:00.6,"Okay, those are going to be."
clip33-11,clip30-11,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.406,0.043,0.551,0.036,0.032,0.034,0.033,0.037,single_question,38:01.9,38:04.1,"First, to understand."
clip33-12,clip30-12,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.321,0.013,0.666,0.036,0.032,0.034,0.033,0.037,single_question,38:05.4,38:06.5,"First, to understand."
clip33-13,clip30-13,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.339,0.009,0.652,0.036,0.032,0.034,0.033,0.037,single_question,38:09.1,38:09.9,I get that right yeah.
clip34-1,clip31-1,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.527,0.029,0.444,0.136,0.145,0.138,0.152,0.135,single_activity,38:10.2,38:23.1,"First, to understand okay all right good Now I want you to do your full quote, and I want you to do both techniques, at the same time, in the full quote when you get to the to be nice and fast to be."
clip34-2,clip31-2,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.673,0.022,0.305,0.136,0.145,0.138,0.152,0.135,single_activity,38:24.0,38:32.0,"When you get to first to understand, I want you to chunk it out like that every i'll go for it."
clip34-3,clip31-3,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.535,0.01,0.455,0.036,0.032,0.034,0.033,0.037,single_activity,38:32.9,38:33.4,Okay.
clip34-4,clip31-4,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.354,0.076,0.57,0.136,0.145,0.138,0.152,0.135,single_activity,38:35.3,38:38.9,seek first to understand.
clip34-5,clip31-5,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.139,0.003,0.858,0.036,0.032,0.034,0.033,0.037,single_activity,38:40.0,38:40.9,Then.
clip34-6,clip31-6,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.134,0.006,0.86,0.036,0.032,0.034,0.033,0.037,single_activity,38:41.9,38:43.2,To be understood.
clip34-7,clip31-7,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.147,0.012,0.841,0.136,0.145,0.138,0.152,0.135,single_activity,38:44.0,38:47.8,"All right, good good good, I want to make an adjustment to your staccato at the beginning."
clip34-8,clip31-8,2,Begum,0,0,1,0,0,0,0,0,0,0,0,0.071,0.044,0.885,0.126,0.127,0.119,0.114,0.127,single_activity,38:48.2,39:04.5,"i'd like you, because I think what you did naturally let's keep that let's not try to change that let's have you say seek first seek first then do the staccato on to understand let's try that and let's see how it and let's see how it flows."
clip34-9,clip31-9,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.051,0.005,0.944,0.036,0.032,0.034,0.033,0.037,single_activity,39:05.9,39:06.2,Go.
clip34-10,clip31-10,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.124,0.005,0.871,0.136,0.145,0.138,0.152,0.135,single_activity,39:09.9,39:13.6,seek first to understand.
clip34-11,clip31-11,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.076,0.011,0.913,0.136,0.145,0.138,0.152,0.135,single_activity,39:14.8,39:17.6,"Then, to be understood."
clip34-12,clip31-12,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.027,0.009,0.964,0.136,0.145,0.138,0.152,0.135,single_activity,39:20.4,39:22.3,"All right, good now let's adjust your."
clip34-13,clip31-13,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.374,0.014,0.612,0.136,0.145,0.138,0.152,0.135,single_activity,39:28.2,39:32.4,"For your to be, I want to stretch that all the way to three words to be understood."
clip34-14,clip31-14,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.358,0.007,0.635,0.136,0.145,0.138,0.152,0.135,single_activity,39:34.4,39:43.4,"So if we were putting together we have seek first to understand, rather than I don't know what where does next to be understood."
clip34-15,clip31-15,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.398,0.054,0.548,0.136,0.145,0.138,0.152,0.135,single_activity,39:45.8,39:47.8,Then the link is then.
clip34-16,clip31-16,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.514,0.039,0.447,0.036,0.032,0.034,0.033,0.037,single_activity,39:50.7,39:51.1,Go for it.
clip34-17,clip31-17,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.297,0.012,0.691,0.036,0.032,0.034,0.033,0.037,single_activity,39:51.8,39:54.1,"Okay, so seek first."
clip34-18,clip31-18,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.296,0.107,0.597,0.036,0.032,0.034,0.033,0.037,single_activity,39:55.7,40:00.5,To understand then to be understood.
clip35-1,clip32-1,2,Begum,1,0,1,0,0,0,0,0,0,0,0,0.453,0.075,0.472,0.225,0.24,0.223,0.234,0.224,all_question,40:01.7,40:17.3,"All right, good now each of you everybody else, I want you to vote on which one that you like from what gabrielle does she has the one right now, where she's doing the staccato up at front seek first to understand."
clip35-2,clip32-2,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.886,0.025,0.089,0.136,0.145,0.138,0.152,0.135,all_question,40:18.3,40:27.0,"And then super fast on the end now, the the second part of the vote is gabrielle what I want you to try right now is to reverse your techniques."
clip35-3,clip32-3,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.89,0.023,0.087,0.136,0.145,0.138,0.152,0.135,all_question,40:27.9,40:40.5,"And just see how it sounds if you were to say seek first and then do your super fast to understand, then to be understood and let's see which one sounds."
clip35-4,clip32-4,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.964,0.001,0.035,0.036,0.032,0.034,0.033,0.037,all_question,40:41.6,40:42.0,Good.
clip35-5,clip32-5,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.916,0.026,0.058,0.136,0.145,0.138,0.152,0.135,all_question,40:47.3,40:51.2,"Okay, so seek first to understand."
clip35-6,clip32-6,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.839,0.002,0.159,0.136,0.145,0.138,0.152,0.135,all_question,40:52.7,40:53.5,Then.
clip35-7,clip32-7,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.436,0.013,0.551,0.036,0.032,0.034,0.033,0.037,all_question,40:55.0,40:56.3,To be understood.
clip35-8,clip32-8,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.603,0.012,0.385,0.136,0.145,0.138,0.152,0.135,all_question,40:57.1,41:00.7,"Alright, so folks which one did you like better her first one or her second one."
clip35-9,clip33-1,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.338,0.006,0.656,0.036,0.032,0.034,0.033,0.037,all_question,41:06.7,41:09.3,natalie you're the tiebreaker Kathy What did you hear.
clip35-10,clip33-2,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.308,0.047,0.645,0.136,0.145,0.138,0.152,0.135,all_question,41:10.2,41:19.1,"Are we Okay, we sell a tie alright so gabrielle it goes back to you, whichever one felt better for you is the one I want you to keep when we do the third techniques so which one is that."
clip35-11,clip33-3,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.322,0.006,0.672,0.136,0.145,0.138,0.152,0.135,all_question,41:19.8,41:25.3,"The first one, because I went to make the emphasis on listening first."
clip35-12,clip33-4,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.267,0.003,0.73,0.136,0.145,0.138,0.152,0.135,all_question,41:26.6,41:27.5,Then the.
clip35-13,clip33-5,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.489,0.007,0.504,0.136,0.145,0.138,0.152,0.135,all_question,41:27.7,41:29.1,Understand oh yeah.
clip36-1,clip33-6,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.346,0.007,0.647,0.136,0.145,0.138,0.152,0.135,none,41:29.4,41:35.8,"All right, go back to that now let's add into third one, so everybody, you should be on number six on your list now for number six right in."
clip36-2,clip33-7,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.544,0.012,0.444,0.136,0.145,0.138,0.152,0.135,none,41:36.3,41:53.4,"three seconds pause three second pause that's the last one number three for volume number six and total gabrielle and actually each of you, I want you to find one place in your quote that you're going to do this crazy long."
clip36-3,clip33-8,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.638,0.004,0.358,0.136,0.145,0.138,0.152,0.135,none,41:56.5,41:57.4,Three second pausing.
clip37-1,clip33-9,2,Begum,1,0,0,1,0,0,0,0,0,0,0,0.288,0.031,0.681,0.214,0.22,0.214,0.221,0.214,single_question,41:59.7,42:08.6,And gabrielle and you can do nice thick slashes we've been doing a lot of symbols right now it's a nice thick slash right in that spot where you're doing that pause every other let me know what that spot is.
clip37-2,clip33-10,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.107,0.012,0.881,0.036,0.032,0.034,0.033,0.037,single_question,42:09.7,42:10.6,After then.
clip37-3,clip33-11,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.75,0.001,0.249,0.036,0.032,0.034,0.033,0.037,single_question,42:12.4,42:12.8,Okay.
clip38-1,clip34-1,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.306,0.006,0.688,0.136,0.145,0.138,0.152,0.135,all_question,42:14.4,42:20.1,So what can a speaker be doing during a crazy long pause like this.
clip38-2,clip34-2,2,Begum,0,0,0,0,0,60.71958629,16.9964361,241.1711308,28.13525727,6,-0.05,0.773,0.01,0.217,0.185,0.197,0.181,0.181,0.183,all_question,42:25.4,42:28.0,"waiting for the next message, curiously."
clip38-3,clip34-3,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.551,0.003,0.446,0.136,0.145,0.138,0.152,0.135,all_question,42:29.2,42:34.7,"Okay, but what about the speaker, though, to what can the speaker be doing before they give that next message."
clip38-4,clip34-4,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.361,0.003,0.636,0.036,0.032,0.034,0.033,0.037,all_question,42:38.5,42:39.5,I take a deep breath the.
clip38-5,clip34-5,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.188,0.003,0.809,0.036,0.032,0.034,0.033,0.037,all_question,42:40.1,42:40.4,breath.
clip38-6,clip34-6,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.307,0.019,0.674,0.136,0.145,0.138,0.152,0.135,all_question,42:41.0,42:52.3,"And also think about just connecting with your audience, this is where if you're in person, you make eye contact with people if you're on a virtual setting try to read the body language so gabrielle when you're at that three second pause."
clip38-7,clip34-7,2,Begum,0,0,0,0,0,0,0,0,0,0,0,0.356,0.009,0.635,0.036,0.032,0.034,0.033,0.037,all_question,42:52.4,42:59.3,"we're going to help you through it we have a job, and you have a job so for us everybody when you hear her say then."
clip39-1,clip34-8,2,Begum,1,0,0,0,0,0,0,0,0,0,0,0.112,0.029,0.859,0.136,0.145,0.138,0.152,0.135,single_activity,42:59.8,43:11.7,"I want you to each count silently in the air for three seconds to help her out now gabrielle in that moment, I want you to connect with each of our videos read our facial expression our body language but also."
